A;B;lat;long;id;date;category;location;mode;price;antigüedad;area Costruida;area privada;valor arriendo;valor administracion;parqueaderos;Habitaciones;baños;estrato
4330;1082;62.138.567;-7.557.223;2895-M2268548;23/08/2021;Casa;BELEN MIRAVALLE;Arriendo;$ 3.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida160 m²'; 'Área privada160 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos1'; '2Habitaciones'; '4Baños';" '4Estrato']"""
4331;1082;625.787;-7.561.175;4855-M2907824;24/07/2021;Casa;Floresta;Arriendo;$ 1.600.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida206 m²'; 'Área privada206 m²'; 'Valor arriendo$1.600.000';;; '5Habitaciones'; '2Baños';" '3Estrato']"""
4332;1082;625.299;-755.991;4673-M2997510;22/09/2021;Casa;Velodromo;Arriendo;$ 2.500.000; 'AntigüedadMás de 20 años'; 'Área construida192 m²'; 'Área privada192 m²'; 'Valor arriendo$2.500.000';; 'Parqueaderos1'; '3Habitaciones'; '3Baños'; '5Estrato'
4333;1083;6.201.524;-75.572.174;687-1482298;20/06/2021;Casa;EL POBLADO;Arriendo;$ 10.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida550 m²'; 'Área privada550 m²'; 'Valor arriendo$10.500.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños';" '6Estrato']"""
4334;1083;621.335;-755.727;4673-M2851325;24/07/2021;Casa;Manila;Arriendo;$ 6.300.000; 'AntigüedadMás de 20 años'; 'Área construida208 m²'; 'Área privada208 m²'; 'Valor arriendo$6.300.000';;; '5Habitaciones'; '3Baños';" '7Estrato']"""
4335;1083;621.825;-7.559.343;11166-M2864246;23/08/2021;Casa;Las Playas;Arriendo;$ 1.300.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida90 m²'; 'Área privada90 m²'; 'Valor arriendo$1.300.000';;; '2Habitaciones'; '2Baños';" '3Estrato']"""
4336;1083;62.054.253;-75.583.626;4673-34231;22/09/2021;Casa;Cristo Rey;Arriendo;$ 3.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida165 m²'; 'Área privada165 m²'; 'Valor arriendo$3.500.000';;; '2Habitaciones'; '3Baños'; '3Estrato'
4337;1084;6.191.176;-7.558.162;687-M2425683;24/07/2021;Casa;EL POBLADO;Arriendo;$ 12.850.000; 'AntigüedadMás de 20 años'; 'Área construida580 m²'; 'Área privada580 m²'; 'Valor arriendo$12.850.000';; 'Parqueaderos4'; '5Habitaciones'; '3Baños';" '6Estrato']"""
4338;1084;61.757.836;-7.556.048;2264-42249;23/08/2021;Casa;SAN LUCAS;Arriendo;$ 6.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida250 m²'; 'Área privada250 m²'; 'Valor arriendo$6.000.000';;" '0Parqueaderos']"""; '3Habitaciones'; '3Baños';
4339;1084;62.487.183;-755.605;4673-33969;20/06/2021;Casa;Centro;Arriendo;$ 3.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida250 m²'; 'Área privada250 m²'; 'Valor arriendo$3.500.000';;; '4Habitaciones'; '2Baños';" '3Estrato']"""
4340;1084;6.226.619;-7.556.692;4673-28596;22/09/2021;Casa;La Frontera;Arriendo;$ 7.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida647 m²'; 'Área privada300 m²'; 'Valor arriendo$7.800.000';; 'Parqueaderos2'; '5Habitaciones'; '2Baños'; '5Estrato'
4341;1085;6.213.936;-7.556.134;4673-25967;23/08/2021;Casa;Las Lomas;Arriendo;$ 8.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida400 m²'; 'Área privada400 m²'; 'Valor arriendo$8.500.000';; 'Parqueaderos2'; '1Habitaciones'; '3Baños';" '7Estrato']"""
4342;1085;6.239.295;-75.592.896;687-M2731325;24/07/2021;Casa;LAURELES;Arriendo;$ 8.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida430 m²'; 'Área privada430 m²'; 'Valor arriendo$8.500.000';; 'Parqueaderos3'; '5Habitaciones'; '2Baños';" '6Estrato']"""
4343;1085;62.425;2;11166-M2907308;20/06/2021;Casa;Conquistadores;Arriendo;$ 3.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida235 m²'; 'Área privada235 m²'; 'Valor arriendo$3.000.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños';" '5Estrato']"""
4344;1085;62.627.964;-7.559.321;2264-38309;22/09/2021;Casa;LOS COLORES;Arriendo;$ 6.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$6.500.000';;; '4Habitaciones'; '4Baños'; '4Estrato'
4345;1086;62.534.714;-7.559.661;2511-M3011420;23/08/2021;Casa;Velodromo;Arriendo;$ 3.600.000; 'AntigüedadMás de 20 años'; 'Área construida205 m²'; 'Área privada205 m²'; 'Valor arriendo$3.600.000';; 'Parqueaderos1'; '5Habitaciones'; '4Baños';" '4Estrato']"""
4346;1086;6.241.227;-75.607.956;2511-1051;24/07/2021;Casa;Laureles;Arriendo;$ 2.300.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida160 m²'; 'Área privada160 m²'; 'Valor arriendo$2.300.000';; 'Parqueaderos1'; '3Habitaciones'; '2Baños';" '5Estrato']"""
4347;1086;62.110.343;;11705-3120724;20/06/2021;Casa;EL POBLADO;Arriendo;$ 3.700.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida180 m²'; 'Área privada180 m²'; 'Valor arriendo$3.700.000';; 'Parqueaderos1'; '5Habitaciones'; '2Baños';" '6Estrato']"""
4348;1086;623.854;-7.559.742;11166-M3029692;22/09/2021;Casa;El Nogal;Arriendo;$ 2.700.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida208 m²'; 'Área privada208 m²'; 'Valor arriendo$2.700.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños'; '5Estrato'
4349;1087;623.226;-7.559.051;4673-31247;20/06/2021;Casa;Belen Rosales;Arriendo;$ 3.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida205 m²'; 'Área privada205 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos2'; '5Habitaciones'; '4Baños';" '5Estrato']"""
4350;1087;621.203;-7.556.204;4229-M3015350;23/08/2021;Casa;Lalinde;Arriendo;$ 14.000.000; 'AntigüedadMás de 20 años'; 'Área construida700 m²'; 'Área privada700 m²'; 'Valor arriendo$14.000.000';; 'Parqueaderos1'; '5Habitaciones'; '4Baños';" '6Estrato']"""
4351;1087;6.212.226;.24;10842-M2657239;24/07/2021;Casa;EL POBLADO LA CALERA;Arriendo;$ 7.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida300 m²'; 'Área privada300 m²'; 'Valor arriendo$7.000.000';; 'Parqueaderos2'; '3Habitaciones'; '4Baños';" '6Estrato']"""
4352;1087;61.981.535;-75.572.945;687-M2700411;22/09/2021;Casa;EL POBLADO;Arriendo;$ 4.100.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida260 m²'; 'Área privada260 m²'; 'Valor arriendo$4.100.000';; 'Parqueaderos2'; '4Habitaciones'; '4Baños'; '6Estrato'
4353;1088;62.482.514;-7.560.517;10164-M3041729;23/08/2021;Casa;Calasanz;Arriendo;$ 4.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida215 m²'; 'Área privada212 m²'; 'Valor arriendo$4.500.000';; 'Parqueaderos2'; '4Habitaciones'; '3Baños';" '5Estrato']"""
4354;1088;62.403.913;-7.558.694;10280-149305;20/06/2021;Casa;LAURELES;Arriendo;$ 5.300.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida300 m²'; 'Área privada300 m²'; 'Valor arriendo$5.300.000';;; '3Habitaciones'; '3Baños';" '5Estrato']"""
4355;1088;6.260.103;-75.566.765;4673-26645;24/07/2021;Casa;Jesus Nazareno;Arriendo;$ 2.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida130 m²'; 'Área privada130 m²'; 'Valor arriendo$2.800.000';;;;;" '7Estrato']"""
4356;1088;6.192.291;-7.557.945;10842-M2515985;22/09/2021;Casa;EL POBLADO;Arriendo;$ 8.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida250 m²'; 'Área privada250 m²'; 'Valor arriendo$8.000.000';; 'Parqueaderos2'; '3Habitaciones'; '3Baños'; '5Estrato'
4357;1089;62.289.767;-7.556.317;687-M1997807;23/08/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 410.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida227 m²'; 'Área privada227 m²'; 'Valor arriendo$2.200.000'; 'Valor administración$387.000'; 'Parqueaderos2'; '4Habitaciones'; '4Baños';" '4Estrato']"""
4358;1089;62.135.596;-75.555.374;687-M2891113;24/07/2021;Casa;EL POBLADO;Arriendo;$ 13.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida200 m²'; 'Área privada200 m²'; 'Valor arriendo$13.000.000';; 'Parqueaderos2'; '3Habitaciones'; '3Baños';" '5Estrato']"""
4359;1089;62.254.725;-75.566.475;687-M2185073;20/06/2021;Casa;Poblado;Arriendo;$ 2.200.000; 'AntigüedadMás de 20 años'; 'Área construida110 m²'; 'Área privada110 m²'; 'Valor arriendo$2.200.000';; 'Parqueaderos2'; '3Habitaciones'; '3Baños';" '6Estrato']"""
4360;1089;6.245.311;-7.560.557;12116-M2843850;22/09/2021;Casa;LAURELES;Arriendo;$ 4.000.000; 'AntigüedadMás de 20 años'; 'Área construida156 m²'; 'Área privada156 m²'; 'Valor arriendo$4.000.000';;; '5Habitaciones'; '3Baños'; '5Estrato'
4361;1090;6.229.241;-7.559.803;2511-474;24/07/2021;Casa;Belen;Arriendo;$ 2.600.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida90 m²'; 'Área privada90 m²'; 'Valor arriendo$2.600.000';; 'Parqueaderos1'; '3Habitaciones'; '2Baños';" '3Estrato']"""
4362;1090;62.519.336;-75.595.566;11394-A1295;23/08/2021;Casa;Florida Nueva;Arriendo;$ 1.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida120 m²'; 'Área privada120 m²'; 'Valor arriendo$1.500.000';;; '2Habitaciones'; '2Baños';" '4Estrato']"""
4363;1090;6.232.478;-7.559.399;727-747;20/06/2021;Casa;Belen;Arriendo;$ 3.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida250 m²'; 'Área privada250 m²'; 'Valor arriendo$3.000.000';;; '5Habitaciones'; '3Baños';" '5Estrato']"""
4364;1090;62.314.277;-75.593.185;11049-M3049906;22/09/2021;Casa;Rosales;Arriendo;$ 1.500.000; 'AntigüedadMás de 20 años'; 'Área construida145 m²'; 'Área privada145 m²'; 'Valor arriendo$1.500.000';;; '3Habitaciones'; '2Baños'; '4Estrato'
4365;1091;61.972;-755.794;3221-6921;24/07/2021;Casa;Aguacatala;Arriendo;$ 6.700.000; 'AntigüedadMás de 20 años'; 'Área construida329 m²'; 'Área privada329 m²'; 'Valor arriendo$6.700.000';; 'Parqueaderos4'; '4Habitaciones'; '4Baños';" '7Estrato']"""
4366;1091;62.419.686;-7.560.679;2511-M3006989;23/08/2021;Casa;Laureles;Arriendo;$ 8.500.000; 'AntigüedadMás de 20 años'; 'Área construida700 m²'; 'Área privada700 m²'; 'Valor arriendo$8.500.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños';" '5Estrato']"""
4367;1091;61.998.067;-75.560.295;5606-1899;20/06/2021;Casa;Poblado;Arriendo;$ 7.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida380 m²'; 'Área privada450 m²'; 'Valor arriendo$7.000.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños';" '6Estrato']"""
4368;1091;6.214.232;-755.591;849-M3077512;22/09/2021;Casa;El Poblado;Arriendo;$ 6.000.000; 'AntigüedadMás de 20 años'; 'Área construida296 m²'; 'Área privada296 m²'; 'Valor arriendo$6.000.000';; 'Parqueaderos2'; '4Habitaciones'; '5Baños'; '6Estrato'
4369;1092;6.189.573;-7.557.665;687-M2445480;20/06/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 3.000.000.000; 'AntigüedadMás de 20 años'; 'Área construida550 m²'; 'Área privada550 m²'; 'Valor arriendo$15.000.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños';" '6Estrato']"""
4370;1092;62.339.625;-7.560.686;2895-1287037;24/07/2021;Casa;LOS ALPES;Arriendo;$ 1.100.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida55 m²'; 'Área privada55 m²'; 'Valor arriendo$1.100.000';;; '3Habitaciones'; '2Baños';" '3Estrato']"""
4371;1092;6.194.504;-7.559.812;4673-24849;23/08/2021;Casa;Aguacatala;Arriendo;$ 14.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida500 m²'; 'Área privada500 m²'; 'Valor arriendo$14.000.000';;; '1Habitaciones';;" '6Estrato']"""
4372;1092;61.912.184;-75.567.665;687-M2856882;22/09/2021;Casa;EL POBLADO;Arriendo;$ 4.300.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida300 m²'; 'Área privada300 m²'; 'Valor arriendo$4.300.000';; 'Parqueaderos2'; '4Habitaciones'; '4Baños'; '6Estrato'
4373;1093;6.216.403;-7.556.389;687-M2083531;24/07/2021;Casa;EL POBLADO;Arriendo;$ 4.400.000; 'AntigüedadMás de 20 años'; 'Área construida360 m²'; 'Área privada360 m²'; 'Valor arriendo$4.400.000';; 'Parqueaderos4'; '3Habitaciones'; '4Baños';" '6Estrato']"""
4374;1093;6.241.618;-7.559.723;82-M2086576;23/08/2021;Casa;LAURELES;Arriendo;$ 7.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida345 m²'; 'Área privada345 m²'; 'Valor arriendo$7.000.000';; 'Parqueaderos2'; '5Habitaciones'; '4Baños';" '5Estrato']"""
4375;1093;6.181.382;-7.557.285;11705-M2884513;20/06/2021;Casa;Belen Nubia;Arriendo;$ 1.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida85 m²'; 'Área privada85 m²'; 'Valor arriendo$1.500.000';;; '3Habitaciones'; '2Baños';" '4Estrato']"""
4376;1093;62.042.046;-7.555.486;687-1672338;22/09/2021;Casa;Poblado;Arriendo;$ 6.300.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida315 m²'; 'Área privada315 m²'; 'Valor arriendo$6.300.000';; 'Parqueaderos4'; '4Habitaciones'; '3Baños'; '6Estrato'
4377;1094;62.087.965;-7.557.463;849-3438482;20/06/2021;Casa;El Poblado;Arriendo;$ 2.500.000; 'AntigüedadMás de 20 años'; 'Área construida75 m²'; 'Área privada75 m²'; 'Valor arriendo$2.500.000';; 'Parqueaderos1'; '2Habitaciones'; '2Baños';" '5Estrato']"""
4378;1094;62.052.326;;5136-26140;23/08/2021;Casa;Poblado;Arriendo;$ 10.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida263 m²'; 'Área privada264 m²'; 'Valor arriendo$10.800.000';; 'Parqueaderos2'; '5Habitaciones'; '4Baños';" '6Estrato']"""
4379;1094;624.946;-7.555.783;11166-M2910065;24/07/2021;Casa;Boston;Arriendo;$ 1.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida110 m²'; 'Área privada110 m²'; 'Valor arriendo$1.500.000';;; '4Habitaciones'; '2Baños';" '3Estrato']"""
4380;1094;6.198.583;-7.555.863;687-M2435913;22/09/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 1.780.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida376 m²'; 'Área privada376 m²'; 'Valor arriendo$10.000.000'; 'Valor administración$1.400.000'; 'Parqueaderos3'; '3Habitaciones'; '4Baños'; '6Estrato'
4381;1095;6.241.618;-7.559.723;82-M2086576;24/07/2021;Casa;LAURELES;Arriendo;$ 7.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida345 m²'; 'Área privada345 m²'; 'Valor arriendo$7.000.000';; 'Parqueaderos2'; '5Habitaciones'; '4Baños';" '5Estrato']"""
4382;1095;6.236.533;-75.590.004;10280-149588;23/08/2021;Casa;Belen;Arriendo;$ 3.200.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida180 m²'; 'Área privada180 m²'; 'Valor arriendo$3.200.000';;; '4Habitaciones'; '3Baños';" '5Estrato']"""
4383;1095;62.525.454;-7.555.805;5076-209423;20/06/2021;Casa;Boston;Arriendo;$ 1.600.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida160 m²'; 'Área privada160 m²'; 'Valor arriendo$1.600.000';;; '4Habitaciones'; '2Baños';" '4Estrato']"""
4384;1095;6.212.893;-75.564.384;10842-M2512306;22/09/2021;Casa;EL POBLADO;Arriendo;$ 8.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida370 m²'; 'Área privada370 m²'; 'Valor arriendo$8.000.000';;; '4Habitaciones'; '4Baños'; '6Estrato'
4385;1096;6.239.583;-7.558.924;10280-149305;23/08/2021;Casa;Laureles;Arriendo;$ 5.300.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida300 m²'; 'Área privada300 m²'; 'Valor arriendo$5.300.000';;; '3Habitaciones'; '3Baños';" '5Estrato']"""
4386;1096;62.416.596;-7.559.682;2511-455;20/06/2021;Casa;LAURELES;Arriendo;$ 7.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$7.500.000';; 'Parqueaderos1'; '1Habitaciones';;" '5Estrato']"""
4387;1096;6.242.597;-7.560.325;11166-13315;24/07/2021;Casa;Laureles;Arriendo;$ 7.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida450 m²'; 'Área privada450 m²'; 'Valor arriendo$7.000.000';; 'Parqueaderos2'; '1Habitaciones';;" '5Estrato']"""
4388;1096;62.615.657;-7.556.028;4673-32792;22/09/2021;Casa;Prado;Arriendo;$ 3.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos1'; '5Habitaciones'; '4Baños'; '4Estrato'
4389;1097;6.248.501;-7.555.134;11394-A1506;20/06/2021;Casa;Enciso;Arriendo;$ 1.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida150 m²'; 'Área privada150 m²'; 'Valor arriendo$1.500.000';; 'Parqueaderos2'; '3Habitaciones'; '2Baños';" '5Estrato']"""
4390;1097;61.915.812;-7.556.833;687-M2614119;23/08/2021;Casa;EL POBLADO;Arriendo;$ 3.900.000; 'AntigüedadMás de 20 años'; 'Área construida280 m²'; 'Área privada280 m²'; 'Valor arriendo$3.900.000';; 'Parqueaderos2'; '4Habitaciones'; '5Baños';" '6Estrato']"""
4391;1097;625.305;-7.555.938;11166-M2958936;24/07/2021;Casa;Prado;Arriendo;$ 3.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida180 m²'; 'Área privada180 m²'; 'Valor arriendo$3.000.000';;; '5Habitaciones'; '2Baños';" '4Estrato']"""
4392;1097;6.233.354;-75.568.924;11049-M2901634;22/09/2021;Casa;Manila;Arriendo;$ 3.800.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida141 m²'; 'Área privada141 m²'; 'Valor arriendo$3.800.000';;; '3Habitaciones'; '2Baños'; '1Estrato'
4393;1098;62.518.764;-7.559.008;11394-A1602;24/07/2021;Casa;Estadio;Arriendo;$ 4.500.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida370 m²'; 'Área privada370 m²'; 'Valor arriendo$4.500.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños';" '5Estrato']"""
4394;1098;620.001;-7.557.343;687-M2010271;23/08/2021;Casa;EL POBLADO;Arriendo;$ 4.600.000; 'AntigüedadMás de 20 años'; 'Área construida240 m²'; 'Área privada240 m²'; 'Valor arriendo$4.600.000';; 'Parqueaderos2'; '4Habitaciones'; '4Baños';" '6Estrato']"""
4395;1098;62.126.737;-7.557.027;2895-1787801;20/06/2021;Casa;VILLA CARLOTA;Arriendo;$ 5.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$5.800.000';;; '4Habitaciones'; '2Baños';" '5Estrato']"""
4396;1098;62.390.876;-7.560.717;MC2744932;22/09/2021;Casa;LAURELES LA CASTELLANA - Nororiente;Arriendo;$ 6.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida400 m²'; 'Área privada400 m²'; 'Valor arriendo$6.000.000';; 'Parqueaderos3'; '5Habitaciones'; '4Baños'; '5Estrato'
4397;1099;6.212.047;-7.555.456;687-M2698836;23/08/2021;Casa;y Arriendo, El poblado;Venta y Arriendo;$ 1.850.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida345 m²'; 'Área privada345 m²'; 'Valor arriendo$12.000.000'; 'Valor administración$1.000.000'; 'Parqueaderos2'; '4Habitaciones'; '5Baños';" '6Estrato']"""
4398;1099;6.199.845;-75.557.976;5136-26024;24/07/2021;Casa;Poblado;Arriendo;$ 8.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida380 m²'; 'Área privada380 m²'; 'Valor arriendo$8.000.000';; 'Parqueaderos4'; '4Habitaciones'; '5Baños';" '6Estrato']"""
4399;1099;62.067.533;-7.557.493;4673-29572;20/06/2021;Casa;Patio Bonito;Arriendo;$ 12.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida340 m²'; 'Área privada340 m²'; 'Valor arriendo$12.000.000';; 'Parqueaderos2'; '1Habitaciones';;" '7Estrato']"""
4400;1099;629.245;-755.707;11395-M2908674;22/09/2021;Casa;Castilla;Arriendo;$ 700.000; 'AntigüedadMás de 20 años'; 'Área construida60 m²'; 'Área privada60 m²'; 'Valor arriendo$700.000';;; '3Habitaciones'; '2Baños'; '2Estrato'
4401;1100;625.322;-7.559.796;4673-M3006893;24/07/2021;Casa;Velodromo;Arriendo;$ 4.000.000; 'AntigüedadMás de 20 años'; 'Área construida202 m²'; 'Área privada202 m²'; 'Valor arriendo$4.000.000';; 'Parqueaderos1'; '5Habitaciones'; '4Baños';" '4Estrato']"""
4402;1100;623.143;-755.995;11015-M2847657;20/06/2021;Casa;Belen;Arriendo;$ 2.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida148 m²'; 'Área privada148 m²'; 'Valor arriendo$2.500.000';;; '3Habitaciones'; '3Baños';" '4Estrato']"""
4403;1100;620.808;-755.671;525-3189424;23/08/2021;Casa;El Poblado;Arriendo;$ 12.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida350 m²'; 'Área privada350 m²'; 'Valor arriendo$12.000.000';;; '4Habitaciones'; '3Baños';" '6Estrato']"""
4404;1100;625.217;-755.923;11166-M3039028;22/09/2021;Casa;Velodromo;Arriendo;$ 3.300.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida160 m²'; 'Área privada160 m²'; 'Valor arriendo$3.300.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños'; '5Estrato'
4405;1101;6.204.956;-7.555.698;2895-1630730;24/07/2021;Casa;EL TESORO;Arriendo;$ 5.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida315 m²'; 'Área privada315 m²'; 'Valor arriendo$5.500.000';; 'Parqueaderos3'; '3Habitaciones'; '4Baños';" '6Estrato']"""
4406;1101;6.257.896;-7.559.401;2264-44500;23/08/2021;Casa;ESTADIO;Arriendo;$ 2.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida120 m²'; 'Área privada120 m²'; 'Valor arriendo$2.500.000';;; '4Habitaciones'; '3Baños';" '5Estrato']"""
4407;1101;62.279.744;-75.599.266;2511-913;20/06/2021;Casa;Belen;Arriendo;$ 1.600.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida80 m²'; 'Área privada80 m²'; 'Valor arriendo$1.600.000';;" '1Parqueaderos']"""; '3Habitaciones'; '3Baños';
4408;1101;6.211.878;-7.556.806;2511-M2907793;22/09/2021;Casa;Poblado;Arriendo;$ 3.400.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida150 m²'; 'Área privada150 m²'; 'Valor arriendo$3.400.000';; 'Parqueaderos1'; '3Habitaciones'; '4Baños'; '6Estrato'
4409;1102;6.240.839;-75.587.524;849-3338127;23/08/2021;Casa;Laureles;Arriendo;$ 6.155.000; 'AntigüedadMás de 20 años'; 'Área construida168 m²'; 'Área privada168 m²'; 'Valor arriendo$6.155.000';; 'Parqueaderos2'; '2Habitaciones'; '2Baños';" '5Estrato']"""
4410;1102;6.263.483;-7.559.493;1429-1627;20/06/2021;Casa;Sector estadio;Arriendo;$ 2.200.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida145 m²'; 'Área privada145 m²'; 'Valor arriendo$2.200.000';; 'Parqueaderos1'; '4Habitaciones'; '2Baños';" '5Estrato']"""
4411;1102;62.095.733;-7.557.681;2364-15883;24/07/2021;Casa;Patio Bonito;Arriendo;$ 11.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida560 m²'; 'Área privada560 m²'; 'Valor arriendo$11.000.000';;; '4Habitaciones'; '4Baños';" '6Estrato']"""
4412;1102;6.287.338;-7.555.644;2895-1792605;22/09/2021;Casa;BERLIN;Arriendo;$ 1.100.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida100 m²'; 'Área privada100 m²'; 'Valor arriendo$1.100.000';;; '4Habitaciones'; '2Baños'; '3Estrato'
